word,count
شرايط,33
حتى,45
تجزیه,29
ونه,21
یواشکی,41
زنهای,15
#rezapahlavi,12
جنابعالی,16
نگفتی,23
؟؟,78
چسب,12
@fada_banoo,20
ثواب,22
آپشن,11
نمیمونه,20
#نظر_سنجی,19
@tino_tima,10
اینی,24
هجران,10
امیدِ,11
همونیه,10
نگا,38
هدفشون,23
مذاکره,46
بدید.,30
انجامش,22
بدم.,36
اجنبی,14
نگاری,19
احساسی,49
بهتری,47
وال,13
استریت,12
مینویسن,13
محمدعلی,67
ادب,84
ساکنین,13
افشانی,16
دخترو,10
@alilawyer87,19
باتوم,45
نمی‌کنیم,11
حسابش,23
سرمای,74
شیعه,130
#رفراندوم,27
خودتی,20
@SaeedHatami85,22
تبعات,16
بدیم؟,10
عزل,27
پور,105
حساسیت,10
کمتری,14
میکنه...,20
ایران),13
نمیدونستم,24
بدنیا,32
خورم,10
دیوارهای,13
اند،,54
حیوون,31
گرما,30
#سعید_طوسی,275
هل,65
نيم,16
#نظرسنجي,27
#نظرسنجی,131
پاسداران,113
اتش,32
بدنام,15
اتفاقی,128
گذشته:,44
#براندازم:,34
#قیام_بهمن:,31
#ایران:,32
#تظاهرات_سراسری:,11
عملا,60
200,32
نمیرسه,36
میگوید:,15
بگوید,43
الملل,26
مقررات,11
اماکن,33
باب,115
یادآوری,67
خدمتتون,24
نفهمی,16
😘,13
حاکمان,31
اشتیاق,14
مازیار,13
بهاری,17
توجیهی,11
کامپیوتر,22
بندگان,16
بعضیا,134
نچ,14
شریعت,37
کر,30
خشکسالی,29
@shahrvand_paper,10
بوديم,31
زهرمار,13
آرزوها,10
سیاسی،,33
سرمربی,14
بودن،,63
کنید!,79
انگیزه,70
زیرساخت,11
نبود.,88
✅,50
شیراز,82
گفتین,49
نیما,11
“,25
اند!,46
#اعتراض,30
#شهرداری,46
دیدید,69
@Mahshid_Samet,10
ابن,47
جانش,26
کوبانی,14
سفیر,41
ونزوئلا,11
منصفانه,12
@Translucidna,16
بترسید,38
توییترم,23
بردارند,12
بیخ,19
همسایمون,11
کذایی,16
می‌کردم,43
روستا,33
میدادی,13
تصاویری,13
پلاس,12
ﺭﺍ,15
عشقت,39
#زلزله‌زده,11
#آزادي,18
],35
دستورالعمل,10
بدرد,31
میخوره.,17
بزن.,10
نباشید,62
بپذیرید,13
هیچکدام,20
-نه,13
جمشید,35
فرو,114
صدبار,18
#آمریکا,43
می‌کنم،,23
ریحانه,17
طراوتی,14
سخنگوی,65
رسانه‌های,51
مدرن,68
اخی,11
بستم,27
گول,89
خوردیم,39
میدیم,74
میپرسن,28
بابا.,28
صادقانه,24
واااای,10
😭,43
😭😭😭,13
میره!,15
شیرازی,27
مزخرف,63
اتهامی,14
محسن,139
خطی,10
پایش,14
بقول,37
اصغر,14
پات,18
@shahrzaad,53
روزمره,20
پررنگ,13
ميكنيد,29
بیر,20
چوخ,20
نظمی,11
دارد...,22
^____^,14
آدم،,12
کرده‌اند,62
بندگی,15
کلید,49
بگذارید,42
کاربر,62
@negar_oo,13
کاریه,16
@_far_in,15
حکایت,52
لبت,17
نازل,31
خفن,45
نميفهمم,12
يني,17
بزار,87
سلام،,13
پرسی,13
میرفتن,25
حرفم,33
قدیما,29
می‌خواست,17
دیگه!,37
نوشابه,15
دخترت,21
ولنتاين,18
@mehti2468,26
پرید,18
تیک,13
جابجا,24
موندیم,15
آن،,44
آبادانی,11
ارزون,15
گرفتی,65
نمیده،,13
حمام,36
نشده!,14
شناسی,30
دخالت,100
موضوعی,32
#شاملو,13
نواختن,12
خیابانها,46
مخاطبین,13
ادارات,56
سازمان‌های,16
سم,17
قاطر,10
طرفداری,25
نهم,27
دهم,47
گود,12
عقل,146
@yashar8373,10
ترسناک,41
@mikel_anzh,19
آرایشگاه,12
خرم,38
لغت,13
ذخیره,24
موتوری,19
تعامل,22
دوستت,88
@SinaHG9,13
دایی,36
@FarsNews_Agency,137
غیرت,105
دارن!,14
عشق،,16
همدیگر,33
بنیاد,45
اعتدال,27
پيشنهاد,27
ملي,25
احكام,10
كيفيت,13
خبرش,12
خداوکیلی,19
تهرانی,36
#بودجه,21
گلوی,12
عسل,36
عزم,22
داریم،,35
روشنی,28
عدالتی,56
مطالباتشان,12
خواند,28
🔆🔅,26
فروشی,52
…,71
جايى,26
زندگيت,11
دلمون,38
حالتی,14
توییتی,42
تکست,14
#دین,13
جنایتی,16
نمیشود.,21
بغلش,38
ولم,15
کن!,50
خوشمزه,50
امدن,12
خانه،,12
زیباتر,21
رسد,61
نمیخوایم,26
بردارید,37
آخر،,15
حرفت,26
گردان,19
بشن،,17
بزنه.,23
نیروگاه,11
هستند،,80
نامعلومی,12
نگهداری,47
می‌خواهند,33
فاضلاب,37
توضيح,26
فراوان,60
اجراى,10
[به,11
بمونم,17
اقبال,41
هايي,26
اشون,19
روزایی,18
@jostejougar1,28
پرتقال,25
دهيد,18
گندم,27
میدن؟,13
کە,38
تعارف,41
میکند.,43
کونیه,13
منتظرم,34
چای,78
مغرور,11
نصیب,36
رهنورد,19
اقدامی,34
خودجوش,20
ودر,22
#نه_به_شلوار_اجباری,14
درآوردن,23
برداشته,76
عنقلاب,12
۶۸,16
زنجیره,24
مستی,26
نیازمندیم,10
#تظاهرت_سراسری,18
کلمه‌ی,11
بشوره,30
نمیدهد,10
تاراج,27
#Iranprotests,36
نتونم,11
ورزش,73
می‌کنه:,10
@seeepide,15
آواتارت,12
متوسط,33
*,52
ازار,17
غمی,12
موبایل,46
🔹,16
پاسخگوی,21
گاری,14
@dodoozeh,24
دوز,16
انهم,10
آيه,11
افتاده.,19
جسارتا,16
😜,18
ائتلاف,16
تندروی,13
آسید,10
کثافت,80
توافق,57
هراس,29
بمانند,18
تکاپو,25
بهر,37
صحیح,77
مخدر,30
بریتانیا,27
بطور,54
شاخه,69
رئیسی,26
مصداق,100
@Tavaana,30
ظالمین,17
متنفرم,28
اکبر,54
پیکان,19
تقديم,21
شخصيت,18
کهن,11
معجزات,10
پيامبر,12
آشنایی,44
گام,85
@talorbeth,10
@01ghoghnoos01,25
افرادی,123
بگویم,47
مایی,29
نیست..,20
حسی,78
بخورد,21
پریدم,15
دوستان،,28
خندان,17
تابع,16
ميگفت,27
افشار,13
اكنون,22
همانند,31
دخترهای,14
بام,47
شام,94
بخواهید,12
تیمی,27
خدایان,12
میزبانی,11
رب,66
معتقدم,46
فرح,30
پهلوي,12
خاندان,32
زماني,22
كمال,22
راي,31
پارو,57
خيابون,32
رمزی,30
وزن,21
توقع,69
آخوندا,76
دزدیدن,16
باشه!,56
سخنران,10
اميدوارم,26
ناگفته,11
بیرون،,31
پیاز,14
گمشو,14
چال,16
لپ,35
🤦‍♂️,10
صداشو,13
اونارو,21
شاگردان,56
دیماه,20
@MohajeraniSayed,19
#شهردار,15
#نجفی,72
رئیس‌جمهور,33
شهردار,107
تکلیف,93
خبرنگاران,50
لایحه,43
فتوره‌چی,10
@Maryam_Rajavi_P,19
چیزها,41
رخت,17
آنروز,15
سیاوش,124
اصفهان،,27
ذهنت,23
فرمود:,15
حکمت,20
عاواتار,16
شهریه,42
اصولگراها,14
اصلاح‌طلبا,11
ریدن,54
می‌تونن,16
بشن!,15
می‌بینید,14
کاربرای,15
دلسوز,46
اللهی,54
مدافعین,16
پرتاب,35
@Mehrzad_Alolama,21
#کارگر,11
تنگه,13
خبرگان,37
نوشت,49
رسیدگی,117
نخواهی,17
شنید,32
سوالات,28
پرداخته,38
همجنس,17
#ولایت_فقیه,12
می‌گذارد.,13
معلمان,15
#یزد,12
چهارمین,14
کردند...,12
کارتون,62
هم،,35
@meysam_Rima,23
@Gudsdotterrr,13
گرفتگی,24
جماران,13
رأس,23
امیدواریم,16
مند,37
ضربه,142
بشنوند,11
زنت,13
غریبانه,10
دلگیر,10
کوچکی,21
#موسسه_مجاز_کاسپین,11
دروغگو,41
برگشتم,45
روحاني,18
كودك,35
مناظره,26
#فوری,41
شعار:,22
باغیرت,37
@TohidSadr,32
توحید,16
مبنی,57
مهمانی,20
تبلیغات,50
یادتان,12
شما!,13
میدهد!,16
آن‌قدر,14
طعنه,19
طاهرى,12
دراين,13
مكان,10
همیشگی,36
گوشیمو,12
بردارم,19
مستراح,15
تگ,32
سوهو,11
تصادفی,13
حامي,12
بافت,10
می‌,10
موضوعات,33
نمیکنه.,26
نطفه,20
عرفانی,19
ريش,15
دانند,31
اشتباهات,27
حرفات,20
@yavarmahdy,10
بخشش,27
سري,13
فيو,14
افتد,29
ملتی,40
همونقدر,26
بازگرداندن,15
#سرنگوني,25
واسشون,15
تجویز,18
میشود!,15
کچل,25
رسما,73
آویزان,11
تبانی,10
باشی،,31
آسیا,28
باشی.,39
شبها,18
چیه،,16
نیستن.,15
بریزی,16
ذره‌ای,23
حتا,56
اسلامی!,12
آشیانه,12
جوانه,44
میشود؟,12
انگیز,49
البوم,11
مشاهده,74
كله,17
تبديل,29
فهرست,32
۹۷,35
@Javanmardi75,25
بانکها,17
موسسات,29
انصار,10
پاسارگاد,13
#UN,23
@BBCKasraNaji,11
@BBCFardad,24
@ManotoNews,98
نقض,129
دربیاره,24
شایان,10
تونستم,22
منصف,11
ارتقای,12
لوگوی,10
نیستم!,10
تاریخی,143
همو,53
#فاطمیه,116
پرسیدند,13
ماست،,10
ببینیم،,16
دیدنی,17
اوردن,37
#شاه,18
#مردم,61
#انقلاب_اسلامی,20
بسم,46
الرحمن,15
الرحیم,11
بنام,79
والسلام,13
بدترين,16
شكل,36
رسيده,15
اشد,11
یاران,51
برگزیده,11
#اروپا,16
خشت,29
۱۵۰,28
جرئت,18
قرون,55
وسطی,23
ومردم,19
می‌کردند.,14
@Gavrch,12
کارو,97
#سیاسی,10
نشدم,33
ایادی,10
اسرائيل,12
مسایل,35
گذشت،,10
معدن,49
می‌گیرد,19
تدبیر,31
پهن,30
💠,10
جهالت,14
ازدست,19
بالایی,31
سیاهی,50
فهمیدی,20
نباشی,47
خاب,16
عاره,17
@Free1986Raha,10
معطل,24
بلوکه,11
@bargaarafte,15
سيما,14
تنهاتر,10
خانوادش,13
باردار,20
نخوردن,14
بندازید,14
@XrXIII,33
میده،,24
بپوش,12
:))))))))))),17
سکویی,22
حامل,15
رویداد,35
ایتالیایی,15
لگن,11
فرزند,166
قرعه,16
غریبه,32
مشهور,61
ایران»,28
افزايش,36
جنايت,21
وظيفه,25
انساني,23
پارک,134
لیگ,65
ریختن,45
کتابخونه,75
دوسِت,28
بگیرن.,10
پروفسور,14
فلسفه,69
@TohidAzizi1357,16
حلال,49
دارد؟,54
هجده,18
بدلیل,46
فروپاشی,49
شرکتهای,19
دلاری,31
دلخراش,12
هموطنانمان,11
خردسال,16
سرما،,20
به‌رغم,11
#ویداموحد,12
آنگاه,26
نتواند,25
قلبش,18
عدالتي,10
ویزا,10
ایتالیا,24
یونان,33
اتریش,14
می‌کنیم.,50
رونالدو,20
علیرضا,32
مرگم,13
بیار,54
ناعادلانه,54
امیز,11
میخواستیم,14
شد...,46
بخاطرش,18
نایاک,14
تهران،,98
بگیریم.,17
خواری,19
سوءاستفاده,19
حسینیه,34
سلیمان,13
سرگردانی,10
ارباب,31
کفن,21
زایمان,20
پارتی,40
پلیس،,15
یقین,48
@magic__wings,10
فیسبوک,31
بهرام,16
عشقش,12
آورد،,13
نگاهش,17
لیریک,11
بشو,14
سبزه,17
توست,66
مکانی,30
غیرتی,13
طناب,36
دستان,31
سخته.,10
نشینی,45
......,23
ببرید,44
هویج,11
@mammuot,13
پرنده,72
@ma_aminy,54
قم,74
بدانند,50
ستم,63
وااااای,11
عکس‌های,22
نتونستن,21
صداشون,34
می‌خواهید,15
توضیحات,27
منتظری,44
تلاشی,21
جوش,38
سوپر,25
جوریه,28
نمیفهمن,10
اینام,16
قشنگترین,11
خیریه,18
اجلاس,17
اجماع,13
علما,10
نيست،,41
ولمون,10
حضرات,38
رفتيم,11
آذربایجان,44
طبقات,14
گدایی,26
رسوایی,39
@Shivasheevz,10
#آتنا,11
#گلرخ,10
ضرب‌وشتم,18
اغلب,46
ميگن,70
درآورد,17
حاجى,12
@mhrezaa,24
کاور,20
یامین,33
چندبار,35
هستی،,16
صوت,54
گذاشته،,10
معتقده,12
داده،,14
#صداوسیما,13
هری,10
سواستفاده,38
میدادن,31
مردمه,22
مختلفی,13
ندارید.,18
😆,17
مغازه,82
اردیبهشت,43
#تجمع,12
@manototv,41
کلاهبرداریه.,10
لاغر,20
کرم,37
تضمینی,11
پاشدم,10
کشک,23
مونا,13
میکنیم.,52
تعرفه,11
@emad_ameri,22
ویدئو,106
دژمن,15
مژده,14
نشدید,12
پرسیدم,62
نيمه,20
خوندم,96
گفتم.,15
میمونم,13
زشته,37
قهر,47
کات,27
#سانچی,10
Persian,14
ريده,10
وما,14
رییس‌جمهور,39
کمیسیون,67
قشری,13
افسر,45
بختیاری,11
بدنبال,54
@YouTube,109
حالشون,15
نمودن,15
نوای,19
میتوان,54
برد!,11
بدونه,28
حرفاش,22
چشماش,20
بهمنه,15
رفتنه,10
متعدد,12
🤦🏻‍♀️,16
امنيت,36
خارجیا,14
داد؟,31
چيز,87
ادلب,10
داده‌اند.,16
پذیرفتن,21
واهی,13
حوری,10
نمیدونن,38
نتونه,33
آجر,10
نکنید...,14
غسل,11
اجتناب,14
از:,22
آدمهای,29
میکنند،,20
نفسم,12
لای,52
میگفتم,49
فیلمای,20
انرژی,76
ورزشی,40
داده؟,11
دبستانی,14
همسرم,33
برس,18
چيزهايي,16
😍😍😍,25
@asysepid,13
دوستات,11
رستوران,47
لاکچری,22
بده،,39
بلاکم,35
تئوریسین,12
درکه,22
کلیشه,13
ابهام,24
@Houtbig,11
بینم,33
97,32
بدو,48
مهمتر,30
بریدن,15
گیم,18
گاهي,14
کادو,47
@radiojibi,17
سره,19
دریایی,28
خیام,29
رادیو,78
گیرند,12
همونیم,12
میشدیم,11
زِ,22
لق,15
دانشجوها,17
محارب,13
نمازجمعه,14
قبل،,10
چندهزار,11
مردک,26
اینطور,94
میزنه.,23
جلاد,25
!!!!,31
#اعتراضات_سراسري,27
@salvador_hp8,22
بخور,72
مطب,12
چپاول,27
همکاران,15
پتانسیل,16
سلطان,35
جانشان,19
ژاپن,43
آورد.,21
برجسته,22
#تحریم,12
🙄,45
ریپلای,76
:***,11
اواتار,20
بازیا,20
میثم,18
@_eve1_,10
دارید،,16
قطعاً,25
67,13
سرپا,20
#اصلاح_طلبان,23
ميخونم,13
قمه,11
فرود,42
جبر,33
جغرافیایی,13
عزیزی,35
خیری,12
اونام,22
انگل,18
لز,10
پونه,11
😶,20
وقفه,19
بگیره.,20
😀,50
دژخیمان,12
دوختن,10
فشافویه,13
می‌برد,20
معاشرت,14
بوق,57
نمیبینم,14
پیامهای,10
@mohammadsedarat,11
عالمی,10
میخونن,17
میداد,77
ما.,20
روهم,16
زیرش,49
داشتيم,15
يادم,27
چى,50
ميدونم,23
بودن!,18
جزا,12
رژیمی,24
ایشالله,18
پیروز,85
قریب,16
ندانم,14
آدمارو,20
میذاری,19
🤦🏻‍♂️,11
پاك,38
وصل,47
بخوابی,24
@zarde_ghanari,16
مغلطه,30
کشیدی,16
طرفی,35
نعل,13
میخ,13
توانید,11
اونايي,17
هاااا,10
دخترانی,27
دخترانِ,10
حواسشون,15
مسلط,15
زنِ,12
عشقتان,11
نیستید,56
میسازد,14
فاطمیه,52
تلافی,11
میگردد.,14
ببینین,32
خوشگلا,10
شرکت‌های,15
95,20
دوچرخه,34
باغچه,15
میکرد.,23
اختلال,25
لحظاتی,16
فوق‌العاده,24
حتماً,31
مهاجر,14
@FatemeMohebbi,34
تمرکز,22
ریختم,24
حسابت,16
ضروری,26
@Ashkan_hn,12
بازه,38
دولتمردان,13
خریدن,24
منتسب,10
قهرمانان,32
کنفدراسیون,12
میبینن,31
تحول,25
ناسا,10
فضل,24
نماید.,26
این،,22
قطعی,34
دهند.,45
مدته,12
العمل,20
مجلس:,36
ارزیابی,46
توى,27
تمرين,12
بعضيا,16
چمن,11
تنت,19
شبيه,30
نشه!,10
سرماخوردگی,19
تبصره,40
نبینم,11
همدردی,14
سامان,26
نسیم,26
محاربه,12
«ما,20
@mblessed_mary,12
عکاسی,26
فرصتی,26
مباحث,15
میگذرد,11
👤,14
مه,55
ناتوان,19
كند.,24
کج,30
گنگ,14
آمدیم,16
لحظه‌ای,12
ببخشيد,10
چجورى,13
بنداز,33
صورتش,23
تقابل,17
آدم‌های,28
آن‌ها,93
@BBCBastani,24
مریزاد,16
شاء,12
هركس,10
راى,14
میکشی,26
ابزار,53
معشوق,23
گرچه,41
تفت,11
تزویر,11
چشاش,12
سالروز,84
ميكنيم,34
كسانى,13
ببينيد,18
ريت,32
بگذریم,23
ﺍﺯ,10
ﺩﺭ,11
',15
جلوه,77
میخندی,13
میمیرم,26
روباه,23
صالحی,10
خراسان,22
آموزی,11
نباشه،,11
ژاپنی,24
بزنید.,19
♡,15
پياده,18
شدیدی,16
کیلومتر,33
مخملباف,11
گمنام,24
خطای,15
فری,10
عضوی,10
Exo,12
Power,22
مرحله‌ای,13
می‌تونی,13
@_30rooss_,32
روشنفکران,23
بزن،,12
دستمون,28
راننده,105
تاکسی,81
اتو,13
چیزای,47
@saeidpar,13
اجراي,14
زار,38
بسيجي,11
دي,15
كردند,49
@tenderrr1,29
گلزار,27
تخمم,17
تجدید,50
کمان,12
گانه,19
زشتی,17
حواسم,38
دوستشون,10
#میرحسین,15
#رفع_حصر,16
وبی,16
#اعتراضات,24
پلنگ,36
ورزشکار,16
شاخ,69
تمجید,17
واکنشی,13
میبرند,14
شهروند,56
همینا,24
@mamad36cb,11
پین,20
میگفتی,29
تله,28
جر,60
نمی‌خواد,11
میبرم,25
قلیون,18
خس,14
خاشاک,10
المللی,64
کارخانه,71
سهام,17
بیزار,12
انداختم,20
سیا,20
باشیم...,15
خير,28
ميگويند,22
خودكشي,12
كرد.,31
اينهمه,18
ميزنند,10
بخند,23
چیه!,14
پیشاپیش,20
دامان,15
@dw_persian,19
کوله,12
قشقایی,11
قرائت,24
می‌شود،,18
فقه,77
پویا,54
تشیع,21
مطابق,56
سلفی,32
نبايد,31
شخصي,11
ثانيه,11
غير,69
سرکوبگران,26
اصحاب,30
منت,32
لایک,134
@azarijahromi,16
همینطوری,15
لباسی,21
پوشیده,55
خونده,56
نمیخوره,24
همین‌طور,12
طلبا,36
مشخصه,66
#زندان_اوین,10
يكى,76
مطلع,25
هواخوری,15
مختص,16
خدا،,10
غار,27
بتوان,29
#WhyWeRevolted,24
پدران,48
...!!!,10
مشاوره,12
@armininia,12
آنی,16
غالب,26
انفعال,15
”,16
غذاهای,13
آنِ,11
همه‌چی,16
رئيس,28
جمهورى,24
ميشود,36
ديگرى,14
برادران,59
دردسر,27
حاجت,13
نمیشه؟,14
جوامع,25
نوکر,18
روس,17
عصا,18
می‌رود,34
الهام,47
میوفتم,15
تاخیر,65
ناخن,20
حجابی,71
دهیم,51
۷بهمن,15
#SosRamin,214
فقد,23
دادن،,14
می‌خوان,45
نگرانم,18
آهای,26
@miladliam76,10
نشده.,26
رکیک,27
لو,102
هک,85
صحت,45
زنا,30
درهم,17
پارکینگ,14
خل,19
توییتاش,16
فیکه,16
نگذاریم,32
نياد,13
دانشمند,28
مراد,13
سیانکی,11
بازیای,10
قديمي,10
نياز,34
وقت،,10
☺️,18
روشه,10
میرحسین,38
باقالی,10
پلو,19
آسمون,52
فالوورام,11
پيام,41
اصلي,18
سرنگوني,23
پژمان,11
پیش،,16
یادشون,40
نیس!,11
ماشين,44
آمدن,62
لطفاً.,10
عروسک,23
خواستی,44
دیدین,56
مودب,16
بدونین,13
پام,33
خاطرش,22
اسرع,12
ژست,38
خونشون,19
سوری,32
میکنند!,11
یکبار,88
نایاب,10
بذارن,33
می‌دهم,12
نکنیم،,15
مربی,73
سیو,21
میذاشت,11
@sarasansiro2001,12
ربع,18
پسرِ,25
کع,10
نخوردم,14
میبینین,16
@ftu01,29
قطعات,11
میکس,19
#موسیقی,14
داووس,11
نكنيد,20
همسايه,10
دستمال,27
قال,16
زندانهای,13
میکنی.,31
درو,29
صبحانه,15
بکار,26
تکانی,10
حتمی,10
روحانیت,47
وبه,44
مشروطه,30
@seyedamirsayah,11
راهشون,13
💔,24
الیشن,12
*NadiAeri*,84
مدرکی,17
#زلزله_کرمانشاه,58
میارم,29
پهلوی:,15
عموم,64
-به,16
خستگی,56
@davezarei,21
همينه,16
اينقدر,31
عصاره,10
محبوبه,11
گپ,12
لکه,16
بدن،,24
هارا,14
بفرست,29
منظورتون,16
#نه_به_حجاب_اجباری,324
قل,17
میمیره,15
انظار,16
بخواند,12
نظرشان,14
ایراد,50
خداروشکر,48
@shaiimallek,10
چمدون,12
محبوب,76
آدمیزاد,20
ابدا,11
کارشناسان,38
میایم,27
day,10
گوز,20
دستمزد,25
ملاک,33
اسفند,61
۳۰۰,37
لاقل,12
یبارم,10
@u_momeni,14
می‌ده,21
قاعده,21
نمیتواند,34
@Shadibeyzaei,15
عزیزانی,11
کشورها,47
گزارشگر,26
آلمانی,26
حرص,60
هواپیمای,40
مقصد,45
بعضیاتون,13
نمیدونید,14
#فی_الواقع,24
ایکاش,12
رفتارها,11
@AzadehKhorasan,17
@Noahyoungsterr,21
ديروز,30
دلها,21
آشپزخونه,11
اپوزسیون,13
می‌رن,23
مقامی,11
نشنیدم,13
اهداف,68
حول,19
احداث,11
صفات,11
پنهون,10
I,10
@Gavaazn,47
احمر,20
میاید,15
پیوند,50
برسند,17
برین,64
خبرا,11
بصورت,65
شود؛,25
سرزنش,23
خیابان،,30
الفاظ,14
روسری،,10
دست،,14
ماشین‌های,11
جاشون,11
ننه,73
قیمت:,17
وب,37
نيستي,13
نيروهاي,18
ولايت,29
فقيه,34
نديده,13
ناخودآگاه,23
می‌کردند,14
امری,23
تعلل,44
یکماه,27
دانه,33
مثلن,28
@7jingel,20
صائب,12
میفهمن,20
عوضش,40
عارضم,18
قحطی,13
درختی,15
ویس,13
کاندوم,16
فيلم,59
ويژه,11
مزرعه,11
ذرت,12
نداشت،,14
50,39
نشر,64
کسیکه,29
نزار,12
همین!,17
@Vahid,26
اوت,12
ماشینم,11
#کاسپین,26
بانکهای,10
مادرجنده,11
فرمانداری,31
گزينه,19
كرمانشاه,27
کنی!,28
کلاغ,17
😕,25
شارژ,50
دلداری,12
کنن!,35
#انقلاب_ایرانی,23
تلفظ,18
هستش.,23
تنظیم,44
گروهی,79
نماید,12
خصوصا,32
زمینی,45
@navid_bhz,10
موافقم,51
سي,26
شیفت,80
@monaborzouei,23
چاووشی,14
محاسبه,22
تخمین,11
صدم,12
جایش,12
وایساده,20
هزارتومن,11
زندگیشون,20
وات,14
بهروز,13
@monagili,17
بريد,11
حرفهای,59
دعوای,20
#خون_باید_گریست,16
کیس,24
خنک,22
اینجوریه,38
نخوره,21
#كرج,65
رگ,49
تخمیه,12
مشکلش,14
@pooskan,13
مناسبی,26
میگوییم,32
اشتباهه,24
پنبه,12
میکنید؟,60
جاها,28
ارزشیا,19
آزادیم,10
لرزه,34
قامت,33
گرگ,52
شاگرد,33
هشتگی,12
فعلن,12
لچک,23
زوری,28
اورد,22
شهرک,25
آينده,30
روغن,29
الهي,10
مسلح,56
لانگ,14
قبال,45
خطرناک,61
سوریه،,14
پیروی,26
دوشنبه,96
واشینگتن,11
بینه,10
جایز,24
گریز,16
صدیقی,11
اوست.,15
دهنت,53
خونش,14
#قیام_تا_پیروزی,15
#PACEwinter2018,12
مخالفم,48
@hamidbmf,12
@sekamhabs,14
هیچ‌کس,19
نشن,25
میاد؟,25
استمرارطلبان,18
کن،,55
شهرزاد,20
کسکش,48
می‌خواستم,26
جاهایی,33
دوسشون,12
ظرفیت,48
بهمراه,10
علل,15
سلسله,47
ناموسا,34
🔴فوری,25
براین,15
#روسیه,13
#AfrinUnderAttack,13
@soshiantrahnama,14
نابغه,16
شنا,33
حرکات,50
مازندران,15
جان!,23
عصرها,12
@khenge_ghane,14
#ریتوئیت,46
@pounerdn,29
اینجاس,26
هیچکی,29
سوزن,21
@nasti0098j,10
چندوقت,13
شك,14
ديشب,20
بفرستید,19
تعلیم,18
نداد,45
کمالی,211
#علی_لاریجانی_حمایت,53
لاستیک,12
دستگیری,118
میهمانی,12
میلرزه,17
بمیره,18
حدی,65
آی,87
کو؟,18
یکسال,48
رفيق,12
توهين,30
مکن,47
تازگی,16
=)))))),30
چاوشی,13
من؛,11
سیاستمداران,13
برگردی,19
روزم,28
دنياى,15
اينجورى,15
@Mojtabapacino,11
خواستیم,11
اعتراض‌های,11
باشى,21
خوشگلی,17
@Stonebudda56,13
هزارمین,17
میشید,34
ایز,10
اورده,23
iHeart,10
هضم,19
تفاله,10
میداند,25
#حکومت,16
ماه،,27
اصیل,20
مقدم,21
داريم,74
باقری,20
بیراه,11
هرشب,34
میبرن,36
دزده,13
درکنار,28
آثار,40
@Nazanin_kamali,14
چيو,12
بريم,23
ببینی,71
بندازم,25
آبرو,25
متاسفم,42
گرسنه,40
بود),11
تو؟,15
فقط.,10
😅,57
هممون,47
@roozbehdotnet,11
لکنت,31
هرات,10
نخواد,17
دلخواه,25
تعفن,21
گلاب,33
کند!,27
کند...,13
میلیونی,44
گرانی,30
نرسد,19
بزنند.,10
پاساژ,25
مارک,22
فرمون,36
جن,13
رویت,22
@raha_banooo,22
طلبها,15
شركت,48
21,54
#کانون_شورشی419,12
میبنده,10
تجسم,16
به‌,34
خداحافظی,27
کردیم.,34
بی‌بی‌سی,144
نباشیم,55
چشمت,42
افته,18
هستی.,14
://,25
@IRExolunion,112
@EXOLOVERA,30
خواستید,26
میکنین؟,17
دهنتون,14
خوشه,10
نگرانش,14
بیخودی,20
نشیم,12
@Nfatourehchi,55
هرروز,52
دیجی,10
کالا,14
نميدونه,11
بعداز,52
@farzad_az,47
محاسبات,41
نکرده‌اند.,22
بدی.,10
جاتون,12
رسه,14
ماهم,58
خیالت,17
میکشد,22
دابسمش,11
فاميل,11
دلشون,32
دیره,10
سندی,15
باش!,14
@hesamism,12
تبعیت,10
فالوم,19
کمکهای,18
چشمات,22
ندارند!,14
رفتم.,18
@JorJiiiiiii,12
باش،,22
میشه...,23
@SGhasseminejad,26
زنند,12
تقویم,13
مراحل,34
فرج,14
آمد،,26
انسانيت,10
مرجع,17
بلافاصله,21
=))))))))))),11
=))))))),15
دنیارو,12
بدی،,10
بزنین,77
توییت‌های,12
داشت؟,27
گذاشتی,38
#دلار,27
کسری,116
تنی,15
همینه،,15
عبادت,29
وانتی,11
فراکسیون,24
قلعه,19
ژنرال,15
مافیایی,11
معادله,11
نحوه,56
مهدوی,12
نظام‌مقدس,13
شامل,94
اعدام،,18
خبر:,13
آوره,14
كنترل,15
طلبانه,11
تبهکار,18
پولا,11
ازمن,15
دستگاه‌های,10
رسیدیم,53
آبروی,71
خوشا,25
بحال,32
بزنيد,14
مشهدی,18
بکنن,54
کثیفی,14
نیستانی,12
بدهد.,10
گریبان,14
جیره,32
نگرفتن,19
مار,21
لول,18
@aattenaa1,10
احسن,10
تئوری,17
خوبان,18
پیشین,25
فلک,28
نیامد,18
نمی‌شود,52
آريا,10
مجدد,43
دومین,84
ارجاع,21
اصلاح‌طلبی,19
شریفه,10
استاندارد,35
مردمى,12
عاجل,17
ایلنا,10
برعهده,17
#احمدی_نژاد,20
+نه,13
بینش,17
واین,23
معلول,17
مادی,11
هویدا,13
چی؟!,17
املت,15
شیک,37
بازى,27
تيم,21
وظایف,40
@ir_aref,90
نوشتیم,13
انقلاب»,19
The,21
وسطایی,16
کشوره,11
معرفي,11
مرگش,14
میدونست,10
میشد.,16
تایی,22
@ApA_pJ,21
بمیری,13
می‌دانم,21
نمی‌دانم,16
نمی‌کنند.,14
ميكرد,30
